date de saisie;Activitées;description; Montant Brut ;Type;Années
26/12/2023;Export Sales;Vente - Export Sales - client 1306;2 279 863;Revenu;2023
21/10/2023;Marketing & Sales;Charge - Marketing & Sales - fournisseur 311;401 952;Dépenses;2023
07/10/2023;Other operating Dépensess;Charge - Other operating Dépensess - fournisseur 437;298 277;Dépenses;2023
03/09/2023;Other Operating Income;Vente - Other Operating Income - client 5495;347 419;Revenu;2023
27/08/2023;Maintenance;Charge - Maintenance - fournisseur 919;167 823;Dépenses;2023
15/08/2023;Factory Overheads (Utilities);Charge - Factory Overheads (Utilities) - fournisseur 274;348 386;Dépenses;2023
09/09/2023;Other Operating Income;Vente - Other Operating Income - client 2303;365 999;Revenu;2023
12/07/2023;Raw Materials Purchases;Charge - Raw Materials Purchases - fournisseur 663;3 867 292;Dépenses;2023
25/10/2023;Packaging Purchases;Charge - Packaging Purchases - fournisseur 561;931 486;Dépenses;2023
02/08/2023;Packaging Purchases;Charge - Packaging Purchases - fournisseur 655;576 199;Dépenses;2023
22/06/2023;Other Operating Income;Vente - Other Operating Income - client 4131;243 115;Revenu;2023
12/09/2023;Logistics & Distribution;Charge - Logistics & Distribution - fournisseur 986;631 958;Dépenses;2023
10/02/2023;Export Sales;Vente - Export Sales - client 9020;718 699;Revenu;2023
12/09/2023;Other operating Dépensess;Charge - Other operating Dépensess - fournisseur 301;43 054;Dépenses;2023
15/02/2023;Rent;Charge - Rent - fournisseur 894;138 296;Dépenses;2023
05/12/2023;Administrative Salaries;Charge - Administrative Salaries - fournisseur 306;453 904;Dépenses;2023
27/12/2023;Administrative Salaries;Charge - Administrative Salaries - fournisseur 607;493 550;Dépenses;2023
17/09/2023;Wholesale Sales;Vente - Wholesale Sales - client 9870;2 029 082;Revenu;2023
26/09/2023;Export Sales;Vente - Export Sales - client 1935;736 799;Revenu;2023
03/02/2023;Raw Materials Purchases;Charge - Raw Materials Purchases - fournisseur 989;6 643 801;Dépenses;2023
11/09/2023;Export Sales;Vente - Export Sales - client 1448;771 026;Revenu;2023
23/04/2023;Wholesale Sales;Vente - Wholesale Sales - client 5317;1 439 555;Revenu;2023
17/09/2023;Other operating Dépensess;Charge - Other operating Dépensess - fournisseur 777;64 780;Dépenses;2023
27/06/2023;Export Sales;Description manquante;449 810;Revenu;2023
16/11/2023;Depreciation;Charge - Depreciation - fournisseur 417;266 757;Dépenses;2023
22/01/2023;Rent;Charge - Rent - fournisseur 396;134 912;Dépenses;2023
20/12/2023;Maintenance;Charge - Maintenance - fournisseur 688;139 125;Dépenses;2023
06/05/2023;Raw Materials Purchases;Charge - Raw Materials Purchases - fournisseur 983;4 126 466;Dépenses;2023
18/04/2023;Retail Sales;Vente - Retail Sales - client 3984;3 561 055;Revenu;2023
02/05/2023;Other operating Dépensess;Charge - Other operating Dépensess - fournisseur 898;74 592;Dépenses;2023
02/06/2023;Other Operating Income;Vente - Other Operating Income - client 2596;238 220;Revenu;2023
17/11/2023;Retail Sales;Vente - Retail Sales - client 5957;12 054 012;Revenu;2023
24/10/2023;Professional fees;Charge - Professional fees - fournisseur 305;113 858;Dépenses;2023
06/10/2023;Retail Sales;Vente - Retail Sales - client 4664;3 181 327;Revenu;2023
18/12/2023;Packaging Purchases;Charge - Packaging Purchases - fournisseur 610;783 407;Dépenses;2023
09/04/2023;Marketing & Sales;Charge - Marketing & Sales - fournisseur 532;359 960;Dépenses;2023
06/04/2023;Logistics & Distribution;Charge - Logistics & Distribution - fournisseur 486;640 075;Dépenses;2023
23/01/2023;Raw Materials Purchases;Charge - Raw Materials Purchases - fournisseur 602;2 997 489;Dépenses;2023
23/08/2023;Other operating Dépensess;Charge - Other operating Dépensess - fournisseur 640;186 191;Dépenses;2023
05/06/2023;Other operating Dépensess;Charge - Other operating Dépensess - fournisseur 580;132 992;Dépenses;2023
17/03/2023;Rent;Charge - Rent - fournisseur 709;134 865;Dépenses;2023
17/02/2023;Professional fees;Charge - Professional fees - fournisseur 329;59 831;Dépenses;2023
08/10/2023;Retail Sales;Vente - Retail Sales - client 2738;5 005 928;Revenu;2023
13/01/2023;Raw Materials Purchases;Charge - Raw Materials Purchases - fournisseur 668;2 957 127;Dépenses;2023
21/06/2023;Logistics & Distribution;Charge - Logistics & Distribution - fournisseur 849;333 540;Dépenses;2023
23/05/2023;Rent;Charge - Rent - fournisseur 987;;Dépenses;2023
24/10/2023;Logistics & Distribution;Charge - Logistics & Distribution - fournisseur 297;756 019;Dépenses;2023
10/04/2023;Administrative Salaries;Charge - Administrative Salaries - fournisseur 221;367 749;Dépenses;2023
17/07/2023;Logistics & Distribution;Charge - Logistics & Distribution - fournisseur 433;480 245;Dépenses;2023
10/03/2023;Professional fees;Charge - Professional fees - fournisseur 536;126 654;Dépenses;2023
03/03/2023;Other Operating Income;Vente - Other Operating Income - client 6328;425 902;Revenu;2023
01/08/2023;Direct Labor (Production);Charge - Direct Labor (Production) - fournisseur 246;772 405;Dépenses;2023
20/02/2023;Other Operating Income;Vente - Other Operating Income - client 5053;397 779;Revenu;2023
07/05/2023;Factory Overheads (Utilities);Charge - Factory Overheads (Utilities) - fournisseur 516;222 739;Dépenses;2023
13/01/2023;Maintenance;Charge - Maintenance - fournisseur 913;78 645;Dépenses;2023
12/11/2023;Logistics & Distribution;Charge - Logistics & Distribution - fournisseur 391;1 552 800;Dépenses;2023
12/01/2023;Depreciation;Charge - Depreciation - fournisseur 838;239 370;Dépenses;2023
02/05/2023;Other operating Dépensess;Charge - Other operating Dépensess - fournisseur 699;78 782;Dépenses;2023
21/04/2023;Factory Overheads (Utilities);Charge - Factory Overheads (Utilities) - fournisseur 240;220 794;Dépenses;2023
07/03/2023;Packaging Purchases;Charge - Packaging Purchases - fournisseur 722;495 668;Dépenses;2023
22/03/2023;Marketing & Sales;Charge - Marketing & Sales - fournisseur 959;443 973;Dépenses;2023
28/08/2023;Wholesale Sales;Vente - Wholesale Sales - client 6428;4 402 289;Revenu;2023
24/01/2023;Retail Sales;Vente - Retail Sales - client 8679;2 538 613;Revenu;2023
16/03/2023;Export Sales;Vente - Export Sales - client 7498;640 848;Revenu;2023
02/09/2023;Wholesale Sales;Vente - Wholesale Sales - client 3325;1 801 326;Revenu;2023
10/02/2023;Retail Sales;Vente - Retail Sales - client 5966;3 228 289;Revenu;2023
14/04/2023;Wholesale Sales;Vente - Wholesale Sales - client 6605;1 226 839;Revenu;2023
06/12/2023;Export Sales;Vente - Export Sales - client 7531;2 114 472;Revenu;2023
11/10/2023;Maintenance;Charge - Maintenance - fournisseur 669;112 268;Dépenses;2023
24/12/2023;Administrative Salaries;Charge - Administrative Salaries - fournisseur 314;392 445;Dépenses;2023
23/05/2023;Administrative Salaries;Charge - Administrative Salaries - fournisseur 295;738 498;Dépenses;2023
09/05/2023;Professional fees;Charge - Professional fees - fournisseur 269;131 622;Dépenses;2023
05/01/2023;Wholesale Sales;Vente - Wholesale Sales - client 3279;2 489 819;Revenu;2023
14/09/2023;Administrative Salaries;Charge - Administrative Salaries - fournisseur 283;631 628;Dépenses;2023
03/09/2023;Retail Sales;Vente - Retail Sales - client 4801;3 163 829;Revenu;2023
04/01/2023;Logistics & Distribution;Charge - Logistics & Distribution - fournisseur 501;700 340;Dépenses;2023
14/06/2023;Packaging Purchases;Charge - Packaging Purchases - fournisseur 675;531 399;Dépenses;2023
03/10/2023;Administrative Salaries;Charge - Administrative Salaries - fournisseur 455;355 391;Dépenses;2023
09/06/2023;Maintenance;Charge - Maintenance - fournisseur 965;58 434;Dépenses;2023
09/11/2023;Packaging Purchases;Charge - Packaging Purchases - fournisseur 392;1 556 854;Dépenses;2023
18/10/2023;Professional fees;Charge - Professional fees - fournisseur 774;;Dépenses;2023
23/06/2023;Export Sales;Vente - Export Sales - client 9773;389 890;Revenu;2023
28/02/2023;Packaging Purchases;Charge - Packaging Purchases - fournisseur 945;745 134;Dépenses;2023
04/07/2023;Depreciation;Charge - Depreciation - fournisseur 495;860 841;Dépenses;2023
12/10/2023;Packaging Purchases;Charge - Packaging Purchases - fournisseur 415;779 124;Dépenses;2023
22/11/2023;Administrative Salaries;Charge - Administrative Salaries - fournisseur 333;339 111;Dépenses;2023
03/03/2023;Raw Materials Purchases;Charge - Raw Materials Purchases - fournisseur 700;2 527 817;Dépenses;2023
26/07/2023;Marketing & Sales;Charge - Marketing & Sales - fournisseur 511;1 138 102;Dépenses;2023
21/02/2023;Other Operating Income;Vente - Other Operating Income - client 9005;281 174;Revenu;2023
11/06/2023;Retail Sales;Vente - Retail Sales - client 4497;3 953 393;Revenu;2023
09/07/2023;Marketing & Sales;Charge - Marketing & Sales - fournisseur 758;1 131 463;Dépenses;2023
10/09/2023;Packaging Purchases;Charge - Packaging Purchases - fournisseur 636;1 254 160;Dépenses;2023
15/02/2023;Marketing & Sales;Charge - Marketing & Sales - fournisseur 203;513 801;Dépenses;2023
07/04/2023;Marketing & Sales;Charge - Marketing & Sales - fournisseur 380;312 159;Dépenses;2023
27/01/2023;Factory Overheads (Utilities);Charge - Factory Overheads (Utilities) - fournisseur 485;338 544;Dépenses;2023
25/11/2023;Raw Materials Purchases;Charge - Raw Materials Purchases - fournisseur 220;3 247 474;Dépenses;2023
17/11/2023;Administrative Salaries;Charge - Administrative Salaries - fournisseur 367;431 064;Dépenses;2023
10/04/2023;Wholesale Sales;Vente - Wholesale Sales - client 5742;1 506 380;Revenu;2023
23/01/2023;Logistics & Distribution;Charge - Logistics & Distribution - fournisseur 421;831 276;Dépenses;2023
12/08/2023;Other Operating Income;Vente - Other Operating Income - client 9076;795 791;Revenu;2023
28/03/2023;Retail Sales;Vente - Retail Sales - client 5480;1 743 212;Revenu;2023
10/04/2023;Export Sales;Vente - Export Sales - client 1846;800 420;Revenu;2023
23/10/2023;Other Operating Income;Vente - Other Operating Income - client 7522;408 779;Revenu;2023
10/09/2023;Other operating Dépensess;Charge - Other operating Dépensess - fournisseur 636;79 135;Dépenses;2023
06/07/2023;Raw Materials Purchases;Charge - Raw Materials Purchases - fournisseur 633;2 721 583;Dépenses;2023
22/02/2023;Depreciation;Charge - Depreciation - fournisseur 463;232 178;Dépenses;2023
24/12/2023;Retail Sales;Vente - Retail Sales - client 3065;5 970 623;Revenu;2023
27/11/2023;Other Operating Income;Vente - Other Operating Income - client 7874;320 019;Revenu;2023
12/12/2023;Raw Materials Purchases;Charge - Raw Materials Purchases - fournisseur 774;7 246 351;Dépenses;2023
09/01/2023;Retail Sales;Description manquante;2 644 888;Revenu;2023
03/06/2023;Marketing & Sales;Charge - Marketing & Sales - fournisseur 384;474 558;Dépenses;2023
01/12/2023;Factory Overheads (Utilities);Charge - Factory Overheads (Utilities) - fournisseur 851;894 379;Dépenses;2023
19/06/2023;Maintenance;Charge - Maintenance - fournisseur 305;94 935;Dépenses;2023
02/01/2023;Professional fees;Charge - Professional fees - fournisseur 857;76 498;Dépenses;2023
24/09/2023;Logistics & Distribution;Charge - Logistics & Distribution - fournisseur 751;475 823;Dépenses;2023
20/02/2023;Wholesale Sales;Vente - Wholesale Sales - client 5918;1 623 269;Revenu;2023
23/06/2023;Other operating Dépensess;Charge - Other operating Dépensess - fournisseur 211;117 514;Dépenses;2023
09/11/2023;Maintenance;Charge - Maintenance - fournisseur 235;119 596;Dépenses;2023
04/07/2023;Export Sales;Vente - Export Sales - client 1705;906 712;Revenu;2023
23/07/2023;Administrative Salaries;Charge - Administrative Salaries - fournisseur 508;519 045;Dépenses;2023
06/11/2023;Raw Materials Purchases;Charge - Raw Materials Purchases - fournisseur 619;4 082 122;Dépenses;2023
26/01/2023;Other operating Dépensess;Charge - Other operating Dépensess - fournisseur 733;208 041;Dépenses;2023
23/05/2023;Other Operating Income;Vente - Other Operating Income - client 2920;459 896;Revenu;2023
10/03/2023;Retail Sales;Vente - Retail Sales - client 9110;2 113 048;Revenu;2023
22/05/2023;Packaging Purchases;Charge - Packaging Purchases - fournisseur 633;1 444 330;Dépenses;2023
01/03/2023;Other Operating Income;Vente - Other Operating Income - client 7018;246 944;Revenu;2023
07/02/2023;Retail Sales;Vente - Retail Sales - client 3318;3 200 320;Revenu;2023
01/03/2023;Retail Sales;Vente - Retail Sales - client 3608;2 515 126;Revenu;2023
05/02/2023;Depreciation;Charge - Depreciation - fournisseur 232;170 500;Dépenses;2023
14/03/2023;Rent;Charge - Rent - fournisseur 210;145 500;Dépenses;2023
03/11/2023;Raw Materials Purchases;Charge - Raw Materials Purchases - fournisseur 913;5 701 786;Dépenses;2023
09/03/2023;Maintenance;Charge - Maintenance - fournisseur 500;41 094;Dépenses;2023
17/04/2023;Direct Labor (Production);Charge - Direct Labor (Production) - fournisseur 937;769 094;Dépenses;2023
17/01/2023;Other Operating Income;Vente - Other Operating Income - client 5044;409 214;Revenu;2023
25/03/2023;Export Sales;Vente - Export Sales - client 7150;581 185;Revenu;2023
11/11/2023;Maintenance;Charge - Maintenance - fournisseur 570;99 961;Dépenses;2023
06/11/2023;Raw Materials Purchases;Charge - Raw Materials Purchases - fournisseur 292;3 346 582;Dépenses;2023
06/11/2023;Rent;Charge - Rent - fournisseur 282;371 473;Dépenses;2023
23/07/2023;Other operating Dépensess;Charge - Other operating Dépensess - fournisseur 652;77 316;Dépenses;2023
01/03/2023;Packaging Purchases;Charge - Packaging Purchases - fournisseur 873;605 018;Dépenses;2023
28/11/2023;Other operating Dépensess;Charge - Other operating Dépensess - fournisseur 592;75 009;Dépenses;2023
03/04/2023;Logistics & Distribution;Charge - Logistics & Distribution - fournisseur 532;569 367;Dépenses;2023
20/03/2023;Maintenance;Charge - Maintenance - fournisseur 900;52 174;Dépenses;2023
20/11/2023;Depreciation;Charge - Depreciation - fournisseur 634;309 981;Dépenses;2023
16/09/2023;Export Sales;Description manquante;621 608;Revenu;2023
11/06/2023;Direct Labor (Production);Charge - Direct Labor (Production) - fournisseur 525;623 124;Dépenses;2023
25/11/2023;Depreciation;Charge - Depreciation - fournisseur 609;346 389;Dépenses;2023
06/12/2023;Retail Sales;Vente - Retail Sales - client 5378;5 479 224;Revenu;2023
23/07/2023;Direct Labor (Production);Charge - Direct Labor (Production) - fournisseur 835;2 724 645;Dépenses;2023
14/01/2023;Packaging Purchases;Charge - Packaging Purchases - fournisseur 705;782 153;Dépenses;2023
01/03/2023;Depreciation;Charge - Depreciation - fournisseur 615;380 702;Dépenses;2023
10/06/2023;Professional fees;Charge - Professional fees - fournisseur 619;88 666;Dépenses;2023
03/11/2023;Raw Materials Purchases;Charge - Raw Materials Purchases - fournisseur 671;3 980 743;Dépenses;2023
22/04/2023;Other Operating Income;Vente - Other Operating Income - client 1854;222 726;Revenu;2023
04/04/2023;Factory Overheads (Utilities);Charge - Factory Overheads (Utilities) - fournisseur 765;324 003;Dépenses;2023
25/05/2023;Logistics & Distribution;Charge - Logistics & Distribution - fournisseur 565;779 331;Dépenses;2023
09/10/2023;Depreciation;Charge - Depreciation - fournisseur 819;352 808;Dépenses;2023
13/04/2023;Administrative Salaries;Charge - Administrative Salaries - fournisseur 860;462 701;Dépenses;2023
10/01/2023;Wholesale Sales;Vente - Wholesale Sales - client 9808;2 584 543;Revenu;2023
28/10/2023;Packaging Purchases;Charge - Packaging Purchases - fournisseur 605;800 284;Dépenses;2023
22/10/2023;Other Operating Income;Vente - Other Operating Income - client 5786;416 722;Revenu;2023
20/12/2023;Factory Overheads (Utilities);Charge - Factory Overheads (Utilities) - fournisseur 282;606 936;Dépenses;2023
01/11/2023;Wholesale Sales;Vente - Wholesale Sales - client 3916;3 291 916;Revenu;2023
25/11/2023;Packaging Purchases;Charge - Packaging Purchases - fournisseur 965;1 191 264;Dépenses;2023
20/01/2023;Depreciation;Charge - Depreciation - fournisseur 985;407 463;Dépenses;2023
12/05/2023;Other Operating Income;Vente - Other Operating Income - client 7958;580 243;Revenu;2023
18/06/2023;Other operating Dépensess;Charge - Other operating Dépensess - fournisseur 438;119 256;Dépenses;2023
13/10/2023;Logistics & Distribution;Charge - Logistics & Distribution - fournisseur 682;613 772;Dépenses;2023
12/07/2023;Other operating Dépensess;Charge - Other operating Dépensess - fournisseur 679;115 257;Dépenses;2023
04/03/2023;Raw Materials Purchases;Charge - Raw Materials Purchases - fournisseur 867;2 689 114;Dépenses;2023
03/11/2023;Other Operating Income;Vente - Other Operating Income - client 5368;282 159;Revenu;2023
09/09/2023;Raw Materials Purchases;Charge - Raw Materials Purchases - fournisseur 384;4 813 292;Dépenses;2023
09/07/2023;Export Sales;Vente - Export Sales - client 7218;818 188;Revenu;2023
14/10/2023;Other Operating Income;Vente - Other Operating Income - client 5706;414 467;Revenu;2023
27/07/2023;Wholesale Sales;Vente - Wholesale Sales - client 2989;2 880 242;Revenu;2023
22/05/2023;Other operating Dépensess;Charge - Other operating Dépensess - fournisseur 834;72 940;Dépenses;2023
14/11/2023;Other operating Dépensess;Charge - Other operating Dépensess - fournisseur 665;104 598;Dépenses;2023
08/02/2023;Retail Sales;Vente - Retail Sales - client 4348;3 016 790;Revenu;2023
06/07/2023;Factory Overheads (Utilities);Charge - Factory Overheads (Utilities) - fournisseur 444;322 904;Dépenses;2023
19/01/2023;Other Operating Income;Vente - Other Operating Income - client 8580;270 340;Revenu;2023
10/07/2023;Wholesale Sales;Vente - Wholesale Sales - client 7444;3 250 245;Revenu;2023
28/05/2023;Raw Materials Purchases;Charge - Raw Materials Purchases - fournisseur 808;3 496 103;Dépenses;2023
06/05/2023;Administrative Salaries;Charge - Administrative Salaries - fournisseur 497;1 263 847;Dépenses;2023
01/08/2023;Professional fees;Charge - Professional fees - fournisseur 433;56 102;Dépenses;2023
11/04/2023;Other Operating Income;Vente - Other Operating Income - client 3134;191 582;Revenu;2023
02/05/2023;Logistics & Distribution;Charge - Logistics & Distribution - fournisseur 246;727 415;Dépenses;2023
23/12/2023;Depreciation;Charge - Depreciation - fournisseur 514;274 998;Dépenses;2023
23/09/2023;Packaging Purchases;Charge - Packaging Purchases - fournisseur 753;900 331;Dépenses;2023
07/10/2023;Administrative Salaries;Charge - Administrative Salaries - fournisseur 906;433 720;Dépenses;2023
21/05/2023;Factory Overheads (Utilities);Charge - Factory Overheads (Utilities) - fournisseur 580;176 648;Dépenses;2023
21/07/2023;Export Sales;Vente - Export Sales - client 7771;784 162;Revenu;2023
23/01/2023;Direct Labor (Production);Charge - Direct Labor (Production) - fournisseur 854;1 615 247;Dépenses;2023
22/02/2023;Administrative Salaries;Charge - Administrative Salaries - fournisseur 623;490 574;Dépenses;2023
17/06/2023;Maintenance;Charge - Maintenance - fournisseur 646;42 278;Dépenses;2023
06/06/2023;Professional fees;Charge - Professional fees - fournisseur 660;87 578;Dépenses;2023
20/11/2023;Wholesale Sales;Vente - Wholesale Sales - client 2281;2 372 917;Revenu;2023
01/07/2023;Retail Sales;Vente - Retail Sales - client 5670;2 992 192;Revenu;2023
05/08/2023;Depreciation;Charge - Depreciation - fournisseur 260;665 964;Dépenses;2023
26/10/2023;Logistics & Distribution;Charge - Logistics & Distribution - fournisseur 519;832 781;Dépenses;2023
16/07/2023;Administrative Salaries;Charge - Administrative Salaries - fournisseur 810;517 206;Dépenses;2023
09/11/2023;Export Sales;Vente - Export Sales - client 5145;1 217 765;Revenu;2023
06/09/2023;Professional fees;Charge - Professional fees - fournisseur 951;97 399;Dépenses;2023
23/05/2023;Rent;Charge - Rent - fournisseur 987;267 568;Dépenses;2023
14/01/2023;Raw Materials Purchases;Charge - Raw Materials Purchases - fournisseur 379;2 887 131;Dépenses;2023
25/11/2023;Administrative Salaries;Charge - Administrative Salaries - fournisseur 439;310 206;Dépenses;2023
28/02/2023;Depreciation;Charge - Depreciation - fournisseur 761;89 203;Dépenses;2023
24/01/2023;Professional fees;Charge - Professional fees - fournisseur 654;101 255;Dépenses;2023
08/05/2023;Other Operating Income;Vente - Other Operating Income - client 7898;527 956;Revenu;2023
01/06/2023;Export Sales;Vente - Export Sales - client 6185;645 396;Revenu;2023
24/03/2023;Administrative Salaries;Charge - Administrative Salaries - fournisseur 254;275 570;Dépenses;2023
23/02/2023;Packaging Purchases;Charge - Packaging Purchases - fournisseur 607;518 607;Dépenses;2023
11/05/2023;Rent;Charge - Rent - fournisseur 334;270 839;Dépenses;2023
07/04/2023;Administrative Salaries;Charge - Administrative Salaries - fournisseur 822;;Dépenses;2023
15/02/2023;Wholesale Sales;Vente - Wholesale Sales - client 7233;2 029 451;Revenu;2023
14/06/2023;Other Operating Income;Vente - Other Operating Income - client 9887;236 134;Revenu;2023
28/03/2023;Maintenance;Charge - Maintenance - fournisseur 752;44 737;Dépenses;2023
11/02/2023;Professional fees;Charge - Professional fees - fournisseur 633;51 395;Dépenses;2023
28/12/2023;Logistics & Distribution;Charge - Logistics & Distribution - fournisseur 723;939 464;Dépenses;2023
26/10/2023;Direct Labor (Production);Charge - Direct Labor (Production) - fournisseur 607;1 515 872;Dépenses;2023
19/03/2023;Administrative Salaries;Charge - Administrative Salaries - fournisseur 688;285 947;Dépenses;2023
18/10/2023;Marketing & Sales;Charge - Marketing & Sales - fournisseur 981;378 886;Dépenses;2023
25/09/2023;Other operating Dépensess;Charge - Other operating Dépensess - fournisseur 486;60 762;Dépenses;2023
24/12/2023;Maintenance;Charge - Maintenance - fournisseur 572;62 957;Dépenses;2023
01/01/2023;Logistics & Distribution;Charge - Logistics & Distribution - fournisseur 981;939 560;Dépenses;2023
14/05/2023;Marketing & Sales;Charge - Marketing & Sales - fournisseur 539;762 090;Dépenses;2023
06/01/2023;Packaging Purchases;Charge - Packaging Purchases - fournisseur 661;1 126 772;Dépenses;2023
26/02/2023;Professional fees;Charge - Professional fees - fournisseur 647;53 433;Dépenses;2023
14/11/2023;Direct Labor (Production);Charge - Direct Labor (Production) - fournisseur 919;1 522 862;Dépenses;2023
05/04/2023;Wholesale Sales;Vente - Wholesale Sales - client 7370;1 488 436;Revenu;2023
08/12/2023;Depreciation;Charge - Depreciation - fournisseur 226;275 290;Dépenses;2023
18/09/2023;Marketing & Sales;Charge - Marketing & Sales - fournisseur 560;1 530 675;Dépenses;2023
24/09/2023;Maintenance;Charge - Maintenance - fournisseur 275;314 254;Dépenses;2023
14/04/2023;Export Sales;Description manquante;1 054 297;Revenu;2023
14/10/2023;Raw Materials Purchases;Charge - Raw Materials Purchases - fournisseur 815;4 257 989;Dépenses;2023
12/12/2023;Wholesale Sales;Vente - Wholesale Sales - client 1800;3 136 891;Revenu;2023
17/05/2023;Direct Labor (Production);Charge - Direct Labor (Production) - fournisseur 785;1 024 921;Dépenses;2023
18/10/2023;Retail Sales;Vente - Retail Sales - client 9844;6 538 542;Revenu;2023
11/12/2023;Logistics & Distribution;Charge - Logistics & Distribution - fournisseur 404;597 363;Dépenses;2023
27/08/2023;Wholesale Sales;Vente - Wholesale Sales - client 8540;2 860 847;Revenu;2023
15/04/2023;Packaging Purchases;Charge - Packaging Purchases - fournisseur 574;1 007 134;Dépenses;2023
23/06/2023;Depreciation;Charge - Depreciation - fournisseur 945;472 096;Dépenses;2023
05/11/2023;Maintenance;Charge - Maintenance - fournisseur 635;103 557;Dépenses;2023
13/12/2023;Packaging Purchases;Charge - Packaging Purchases - fournisseur 440;1 137 364;Dépenses;2023
25/06/2023;Wholesale Sales;Vente - Wholesale Sales - client 1375;3 330 407;Revenu;2023
23/02/2023;Maintenance;Charge - Maintenance - fournisseur 586;68 267;Dépenses;2023
21/08/2023;Export Sales;Vente - Export Sales - client 5929;458 961;Revenu;2023
13/01/2023;Maintenance;Charge - Maintenance - fournisseur 659;51 984;Dépenses;2023
20/05/2023;Rent;Charge - Rent - fournisseur 946;270 760;Dépenses;2023
06/01/2023;Maintenance;Charge - Maintenance - fournisseur 540;56 062;Dépenses;2023
01/12/2023;Packaging Purchases;Charge - Packaging Purchases - fournisseur 983;756 596;Dépenses;2023
07/07/2023;Packaging Purchases;Charge - Packaging Purchases - fournisseur 632;539 775;Dépenses;2023
23/02/2023;Packaging Purchases;Charge - Packaging Purchases - fournisseur 458;568 021;Dépenses;2023
14/04/2023;Export Sales;Vente - Export Sales - client 7231;1 074 534;Revenu;2023
10/01/2023;Other Operating Income;Vente - Other Operating Income - client 4369;314 425;Revenu;2023
16/08/2023;Other operating Dépensess;Charge - Other operating Dépensess - fournisseur 765;234 491;Dépenses;2023
12/05/2023;Export Sales;Vente - Export Sales - client 1976;578 895;Revenu;2023
08/09/2023;Marketing & Sales;Charge - Marketing & Sales - fournisseur 819;1 104 516;Dépenses;2023
18/07/2023;Other Operating Income;Vente - Other Operating Income - client 6783;316 103;Revenu;2023
08/03/2023;Other Operating Income;Vente - Other Operating Income - client 9351;273 696;Revenu;2023
03/02/2023;Direct Labor (Production);Charge - Direct Labor (Production) - fournisseur 299;1 776 731;Dépenses;2023
03/11/2023;Direct Labor (Production);Charge - Direct Labor (Production) - fournisseur 470;1 534 335;Dépenses;2023
05/09/2023;Retail Sales;Vente - Retail Sales - client 5790;3 788 921;Revenu;2023
09/03/2023;Other operating Dépensess;Charge - Other operating Dépensess - fournisseur 872;131 742;Dépenses;2023
18/08/2023;Marketing & Sales;Charge - Marketing & Sales - fournisseur 781;858 889;Dépenses;2023
13/05/2023;Other operating Dépensess;Charge - Other operating Dépensess - fournisseur 497;51 474;Dépenses;2023
17/07/2023;Retail Sales;Vente - Retail Sales - client 9740;3 448 082;Revenu;2023
20/11/2023;Export Sales;Vente - Export Sales - client 8713;954 053;Revenu;2023
26/06/2023;Professional fees;Charge - Professional fees - fournisseur 639;79 494;Dépenses;2023
20/03/2023;Administrative Salaries;Charge - Administrative Salaries - fournisseur 894;224 488;Dépenses;2023
09/04/2023;Capex - Machinery/Equipment;Achat d'équipement de production;-13 245 343;Capex;2023
12/05/2023;Other operating Dépensess;Charge - Other operating Dépensess - fournisseur 521;72 108;Dépenses;2023
12/10/2023;Maintenance;Charge - Maintenance - fournisseur 268;80 580;Dépenses;2023
07/10/2023;Maintenance;Charge - Maintenance - fournisseur 214;133 568;Dépenses;2023
08/09/2023;Logistics & Distribution;Charge - Logistics & Distribution - fournisseur 909;421 982;Dépenses;2023
10/11/2023;Maintenance;Charge - Maintenance - fournisseur 416;85 418;Dépenses;2023
18/08/2023;Professional fees;Charge - Professional fees - fournisseur 400;68 825;Dépenses;2023
13/07/2023;Rent;Charge - Rent - fournisseur 539;193 413;Dépenses;2023
16/10/2023;Rent;Charge - Rent - fournisseur 634;236 770;Dépenses;2023
19/12/2023;Retail Sales;Vente - Retail Sales - client 9577;3 566 647;Revenu;2023
25/07/2023;Other Operating Income;Vente - Other Operating Income - client 6134;339 527;Revenu;2023
17/03/2023;Maintenance;Charge - Maintenance - fournisseur 336;36 322;Dépenses;2023
28/12/2023;Depreciation;Charge - Depreciation - fournisseur 228;374 674;Dépenses;2023
04/09/2023;Other Operating Income;Vente - Other Operating Income - client 1202;243 341;Revenu;2023
27/06/2023;Export Sales;Vente - Export Sales - client 4015;670 332;Revenu;2023
15/11/2023;Other operating Dépensess;Charge - Other operating Dépensess - fournisseur 701;133 340;Dépenses;2023
19/11/2023;Factory Overheads (Utilities);Charge - Factory Overheads (Utilities) - fournisseur 678;386 665;Dépenses;2023
23/03/2023;Other Operating Income;Vente - Other Operating Income - client 5484;301 323;Revenu;2023
23/04/2023;Wholesale Sales;Vente - Wholesale Sales - client 2688;1 269 525;Revenu;2023
04/04/2023;Other Operating Income;Vente - Other Operating Income - client 5986;194 360;Revenu;2023
07/02/2023;Rent;Charge - Rent - fournisseur 821;209 018;Dépenses;2023
23/07/2023;Other Operating Income;Vente - Other Operating Income - client 4373;358 046;Revenu;2023
09/04/2023;Direct Labor (Production);Charge - Direct Labor (Production) - fournisseur 821;833 679;Dépenses;2023
24/02/2023;Other Operating Income;Vente - Other Operating Income - client 7947;314 567;Revenu;2023
